obs_id,species,stage,character,attribute,state,source
,Agalma okeni,adult,Prey length (mm),mean,2.9,Purcell1981b_feeding
,Agalma okeni,adult,Gastrozooid length (mm),mean,3.3,Purcell1981b_feeding
,Apolemia uvaria,adult,Tentacle number,mean,99,Purcell1981b_feeding
,Apolemia uvaria,adult,Gastrozooid length (mm),mean,10,Purcell1981b_feeding
,Apolemia uvaria,adult,Prey length (mm),min,0.2,Purcell1981b_feeding
,Apolemia uvaria,adult,Prey length (mm),max,11.7,Purcell1981b_feeding
,Apolemia uvaria,adult,Prey number/Gastrozooid number (%),point,15,Purcell1981b_feeding
,Apolemia uvaria,adult,Prey number/Gastrozooid number (%),point,82.6,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative copepod consumption,point,14,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative decapod consumption,point,2.7,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative decapod consumption,point,73.3,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative chaetognath consumption,point,20,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative chaetognath consumption,point,62,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative fish consumption,point,0.7,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative mollusc consumption,point,6.7,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative gelatinous consumption,point,13.3,Purcell1981b_feeding
,Apolemia uvaria,adult,Ctenophore selectivity,mean,5,Purcell1981b_feeding
,Apolemia uvaria,adult,Hydromedusae selectivity,mean,10,Purcell1981b_feeding
,Apolemia uvaria,adult,Chaetognath selectivity,mean,68.88,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative salp consumption,mean,11.3,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative ctenophore consumption,mean,1,Purcell1981b_feeding
,Apolemia uvaria,adult,Relative hydromedusae consumption,mean,1,Purcell1981b_feeding
,Athorybia rosacea,adult,Tentacle number,mean,2.8,Purcell1981b_feeding
,Athorybia rosacea,adult,Prey length (mm),min,0.4,Purcell1981b_feeding
,Athorybia rosacea,adult,Prey length (mm),max,5,Purcell1981b_feeding
,Athorybia rosacea,adult,Gastrozooid length (mm),mean,2.2,Purcell1981b_feeding
,Athorybia rosacea,adult,Prey number/Gastrozooid number (%),mean,50,Purcell1981b_feeding
,Athorybia rosacea,adult,Prey number/Gastrozooid number (%),mean,112.5,Purcell1981b_feeding
,Athorybia rosacea,adult,Relative copepod consumption,mean,33.3,Purcell1981b_feeding
,Athorybia rosacea,adult,Relative copepod consumption,mean,44.4,Purcell1981b_feeding
,Athorybia rosacea,adult,Relative decapod consumption,mean,33.3,Purcell1981b_feeding
,Athorybia rosacea,adult,Relative chaetognath consumption,mean,33.3,Purcell1981b_feeding
,Athorybia rosacea,adult,Relative fish consumption,mean,55.6,Purcell1981b_feeding
,Bassia bassensis,adult,Tentacle number,mean,10.5,Purcell1981b_feeding
,Bassia bassensis,adult,Gastrozooid length (mm),mean,0.4,Purcell1981b_feeding
,Bassia bassensis,adult,Prey length (mm),min,0.4,Purcell1981b_feeding
,Bassia bassensis,adult,Prey length (mm),max,1.2,Purcell1981b_feeding
,Bassia bassensis,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Bassia bassensis,adult,Prey number/Gastrozooid number (%),mean,8.2,Purcell1981b_feeding
,Bassia bassensis,adult,Selectivity,mean,0.051,Purcell1981b_feeding
,Bassia bassensis,adult,Copepod selectivity,mean,1.15,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Tentacle number,mean,21,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Prey number/Gastrozooid number (%),mean,4.8,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Tentacle number,mean,11.4,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Prey number/Gastrozooid number (%),mean,7,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Gastrozooid length (mm),mean,0.4,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Prey length (mm),min,0.2,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Prey length (mm),max,0.8,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Relative copepod consumption,mean,62.5,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Relative ostracod consumption,mean,37.5,Purcell1981b_feeding
,Chelophyes appendiculata,adult,Night/Day feeding rate,point,1.75,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Tentacle number,mean,24.63,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Prey number/Gastrozooid number (%),mean,5.2,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Gastrozooid length (mm),mean,0.6,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Prey length (mm),mean,0.4,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Relative copepod consumption,mean,90.9,Purcell1981b_feeding
,Cordagalma ordinatum,adult,Relative ostracod consumption,mean,7.1,Purcell1981b_feeding
,Diphyes dispar,adult,Tentacle number,mean,18.6,Purcell1981b_feeding
,Diphyes dispar,adult,Prey number/Gastrozooid number (%),mean,12.8,Purcell1981b_feeding
,Diphyes dispar,adult,Gastrozooid length (mm),mean,0.9,Purcell1981b_feeding
,Diphyes dispar,adult,Prey length (mm),min,0.4,Purcell1981b_feeding
,Diphyes dispar,adult,Prey length (mm),max,0.9,Purcell1981b_feeding
,Diphyes dispar,adult,Relative copepod consumption,mean,88,Purcell1981b_feeding
,Diphyes dispar,adult,Relative amphipod consumption,mean,4,Purcell1981b_feeding
,Diphyes dispar,adult,Relative decapod consumption,mean,4,Purcell1981b_feeding
,Diphyes dispar,adult,Relative mollusc consumption,mean,4,Purcell1981b_feeding
,Diphyes dispar,adult,Relative copepod consumption,mean,98.5,Purcell1981b_feeding
,Diphyes dispar,adult,Relative ostracod consumption,mean,29.4,Purcell1981b_feeding
,Diphyes dispar,adult,Relative copepod consumption,mean,70.6,Purcell1981b_feeding
,Diphyes dispar,adult,Night/Day feeding rate,point,2.41,Purcell1981b_feeding
,Hippopodius hippopus,adult,Tentacle number,mean,20,Purcell1981b_feeding
,Hippopodius hippopus,adult,Gastrozooid length (mm),mean,3.3,Purcell1981b_feeding
,Hippopodius hippopus,adult,Prey length (mm),min,0.4,Purcell1981b_feeding
,Hippopodius hippopus,adult,Prey length (mm),max,1.4,Purcell1981b_feeding
,Hippopodius hippopus,adult,Prey number/Gastrozooid number (%),mean,94,Purcell1981b_feeding
,Hippopodius hippopus,adult,Relative ostracod consumption,mean,100,Purcell1981b_feeding
,Hippopodius hippopus,adult,Selectivity,mean,0.538,Purcell1981b_feeding
,Hippopodius hippopus,adult,Ostracod selectivity,mean,5.37,Purcell1981b_feeding
,Muggiaea atlantica,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Muggiaea atlantica,adult,Prey number/Gastrozooid number (%),mean,2,Purcell1981b_feeding
,Muggiaea atlantica,adult,Prey number/Gastrozooid number (%),mean,6.9,Purcell1981b_feeding
,Muggiaea atlantica,adult,Tentacle number,mean,23.8,Purcell1981b_feeding
,Muggiaea atlantica,adult,Tentacle number,mean,21.6,Purcell1981b_feeding
,Muggiaea atlantica,adult,Prey length (mm),min,0.1,Purcell1981b_feeding
,Muggiaea atlantica,adult,Prey length (mm),max,1,Purcell1981b_feeding
,Muggiaea atlantica,adult,Gastrozooid length (mm),mean,0.5,Purcell1981b_feeding
,Muggiaea atlantica,adult,Night/Day feeding rate,point,3.45,Purcell1981b_feeding
,Nanomia bijuga,adult,Tentacle number,mean,7.64,Purcell1981b_feeding
,Nanomia bijuga,adult,Prey length (mm),min,0.6,Purcell1981b_feeding
,Nanomia bijuga,adult,Prey length (mm),max,5,Purcell1981b_feeding
,Nanomia bijuga,adult,Gastrozooid length (mm),mean,3,Purcell1981b_feeding
,Nanomia bijuga,adult,Prey number/Gastrozooid number (%),mean,15,Purcell1981b_feeding
,Nanomia bijuga,adult,Relative copepod consumption,mean,25,Purcell1981b_feeding
,Nanomia bijuga,adult,Relative chaetognath consumption,mean,20,Purcell1981b_feeding
,Nanomia bijuga,adult,Relative decapod consumption,mean,20,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Prey number/Gastrozooid number (%),mean,11.7,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Relative fish consumption,mean,100,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Gastrozooid length (mm),mean,2.5,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Prey length (mm),min,3,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Prey length (mm),max,15,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Tentacle number,mean,4.84,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Selectivity,mean,0.399,Purcell1981b_feeding
,Rhizophysa eyesenhardti,adult,Fish selectivity,mean,1000,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gastrozooid length (mm),mean,3.2,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Prey length (mm),min,0.3,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Prey length (mm),max,5.5,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Tentacle number,mean,31.25,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Tentacle number,mean,18.7,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Tentacle number,point,57,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative copepod consumption,point,100,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative copepod consumption,mean,75.4,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative copepod consumption,mean,88,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative decapod consumption,mean,4.8,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative decapod consumption,mean,6.5,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative chaetognath consumption,mean,4.8,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative chaetognath consumption,mean,5.7,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative fish consumption,mean,2.4,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Relative mollusc consumption,mean,12.5,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Gastrozooid length (mm),mean,0.8,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Prey length (mm),min,0.1,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Prey length (mm),max,0.9,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Prey number/Gastrozooid number (%),mean,7,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Tentacle number,mean,31,Purcell1981b_feeding
,Sphaeronectes koellikeri,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Prey length (mm),mean,0.3,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Tentacle number,mean,14,Purcell1981b_feeding
,Sulculeolaria biloba,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Prey length (mm),min,0.2,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Prey number/Gastrozooid number (%),mean,5.3,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Tentacle number,mean,16.14,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Gastrozooid length (mm),mean,1.2,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Prey length (mm),max,0.8,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Tentacle number,mean,65.3,Purcell1981b_feeding
,Sulculeolaria chuni,adult,Prey number/Gastrozooid number (%),mean,17.8,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Tentacle number,mean,17.25,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Gastrozooid length (mm),mean,0.9,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Prey number/Gastrozooid number (%),mean,8.3,Purcell1981b_feeding
,Sulculeolaria monoica,adult,Prey number/Gastrozooid number (%),mean,3,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Tentacle number,mean,72.83,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Gastrozooid length (mm),mean,0.8,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Prey number/Gastrozooid number (%),mean,17.4,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Prey number/Gastrozooid number (%),mean,3.5,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Prey length (mm),min,0.2,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Prey length (mm),max,0.6,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Prey number/Gastrozooid number (%),mean,37.9,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Relative copepod consumption,mean,96.3,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Relative copepod consumption,mean,62.4,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Relative amphipod consumption,mean,9.8,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Relative chaetognath consumption,mean,1.6,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Relative fish consumption,mean,1.6,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Relative mollusc consumption,mean,3.3,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Prey length (mm),min,0.2,Purcell1981b_feeding
,Sulculeolaria quadrivalvis,adult,Prey length (mm),max,2.5,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Tentacle number,mean,20.33,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Relative copepod consumption,mean,66.7,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Prey number/Gastrozooid number (%),mean,9.8,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Prey length (mm),min,0.2,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Prey length (mm),max,0.5,Purcell1981b_feeding
,Sulculeolaria turgida,adult,Relative chaetognath consumption,mean,33.3,Purcell1981b_feeding
,Abyla trigona,adult,Cnidoband length (um),point,396,Purcell1984
,Abyla trigona,adult,Cnidoband width (um),point,248,Purcell1984
,Abyla trigona,adult,Cnidoband depth (um),point,120,Purcell1984
,Abyla trigona,adult,Heteroneme length (um),point,153,Purcell1984
,Abyla trigona,adult,Heteroneme width (um),point,15,Purcell1984
,Abyla trigona,adult,Heteroneme number,min,11,Purcell1984
,Abyla trigona,adult,Heteroneme number,max,13,Purcell1984
,Abyla trigona,adult,Haploneme length (um),point,54,Purcell1984
,Abyla trigona,adult,Haploneme width (um),point,12.5,Purcell1984
,Abyla trigona,adult,Haploneme number,point,400,Purcell1984
,Abyla trigona,adult,Haploneme length (um),point,23,Purcell1984
,Abyla trigona,adult,Haploneme width (um),point,12,Purcell1984
,Abyla trigona,adult,Terminal filament nematocyst length (um),point,15,Purcell1984
,Abyla trigona,adult,Terminal filament nematocyst width (um),point,5,Purcell1984
,Abyla trigona,adult,Copepod prey length (mm),mean,1.1,Purcell1984
,Abyla trigona,adult,Heteroneme volume (ul),point,18.02,Purcell1984
,Abyla trigona,adult,Nematocysts per battery,point,413,Purcell1984
,Abyla trigona,adult,Tentilla per tentacle,min,10,Purcell1984
,Abyla trigona,adult,Tentilla per tentacle,max,20,Purcell1984
,Abyla trigona,adult,Tentacle number,min,10,Purcell1984
,Abyla trigona,adult,Tentacle number,max,20,Purcell1984
,Abyla trigona,adult,Total tentilla number,min,100,Purcell1984
,Abyla trigona,adult,Total tentilla number,max,400,Purcell1984
,Abylopsis tetragona,adult,Cnidoband length (um),point,891,Purcell1984
,Abylopsis tetragona,adult,Cnidoband width (um),point,198,Purcell1984
,Abylopsis tetragona,adult,Cnidoband depth (um),point,70,Purcell1984
,Abylopsis tetragona,adult,Heteroneme length (um),min,145,Purcell1984
,Abylopsis tetragona,adult,Heteroneme length (um),max,155,Purcell1984
,Abylopsis tetragona,adult,Heteroneme width (um),point,15,Purcell1984
,Abylopsis tetragona,adult,Heteroneme number,min,20,Purcell1984
,Abylopsis tetragona,adult,Heteroneme number,max,21,Purcell1984
,Abylopsis tetragona,adult,Haploneme length (um),point,52.5,Purcell1984
,Abylopsis tetragona,adult,Haploneme width (um),point,10,Purcell1984
,Abylopsis tetragona,adult,Haploneme number,point,800,Purcell1984
,Abylopsis tetragona,adult,Haploneme length (um),point,25,Purcell1984
,Abylopsis tetragona,adult,Haploneme width (um),point,12.5,Purcell1984
,Abylopsis tetragona,adult,Terminal filament nematocyst length (um),point,23,Purcell1984
,Abylopsis tetragona,adult,Terminal filament nematocyst width (um),point,3,Purcell1984
,Abylopsis tetragona,adult,Terminal filament nematocyst length (um),point,15,Purcell1984
,Abylopsis tetragona,adult,Terminal filament nematocyst width (um),point,5,Purcell1984
,Agalma elegans,adult,Cnidoband length (um),point,396,Purcell1984
,Agalma elegans,adult,Cnidoband width (um),point,120,Purcell1984
,Agalma elegans,adult,Cnidoband depth (um),point,120,Purcell1984
,Agalma elegans,adult,Heteroneme length (um),min,130,Purcell1984
,Agalma elegans,adult,Heteroneme width (um),min,20,Purcell1984
,Agalma elegans,adult,Heteroneme length (um),max,180,Purcell1984
,Agalma elegans,adult,Heteroneme width (um),max,28,Purcell1984
,Agalma elegans,adult,Heteroneme number,min,11,Purcell1984
,Agalma elegans,adult,Heteroneme number,max,30,Purcell1984
,Agalma elegans,adult,Haploneme length (um),point,35,Purcell1984
,Agalma elegans,adult,Haploneme width (um),point,5,Purcell1984
,Agalma elegans,adult,Haploneme number,point,17000,Purcell1984
,Agalma elegans,adult,Terminal filament nematocyst length (um),min,5,Purcell1984
,Agalma elegans,adult,Terminal filament nematocyst width (um),min,5,Purcell1984
,Agalma elegans,adult,Terminal filament nematocyst length (um),max,7.5,Purcell1984
,Agalma elegans,adult,Terminal filament nematocyst width (um),max,7.5,Purcell1984
,Agalma elegans,adult,Copepod prey length (mm),mean,1.33,Purcell1984
,Agalma elegans,adult,Heteroneme volume (ul),point,27.21,Purcell1984
,Agalma elegans,adult,Heteroneme volume (ul),point,73.85,Purcell1984
,Agalma elegans,adult,Nematocysts per battery,point,17030,Purcell1984
,Agalma elegans,adult,Tentilla per tentacle,min,12,Purcell1984
,Agalma elegans,adult,Tentilla per tentacle,max,50,Purcell1984
,Agalma elegans,adult,Tentacle number,min,5,Purcell1984
,Agalma elegans,adult,Tentacle number,max,30,Purcell1984
,Agalma elegans,adult,Total tentilla number,min,60,Purcell1984
,Agalma elegans,adult,Total tentilla number,max,150,Purcell1984
,Agalma okeni,adult,Cnidoband length (um),point,1164,Purcell1984
,Agalma okeni,adult,Cnidoband width (um),point,680,Purcell1984
,Agalma okeni,adult,Cnidoband depth (um),point,680,Purcell1984
,Agalma okeni,adult,Heteroneme length (um),min,112.5,Purcell1984
,Agalma okeni,adult,Heteroneme width (um),min,20,Purcell1984
,Agalma okeni,adult,Heteroneme length (um),max,135,Purcell1984
,Agalma okeni,adult,Heteroneme width (um),max,24,Purcell1984
,Agalma okeni,adult,Heteroneme number,min,30,Purcell1984
,Agalma okeni,adult,Heteroneme number,max,120,Purcell1984
,Agalma okeni,adult,Haploneme length (um),point,47.5,Purcell1984
,Agalma okeni,adult,Haploneme width (um),point,6,Purcell1984
,Agalma okeni,adult,Haploneme number,point,20500,Purcell1984
,Agalma okeni,adult,Terminal filament nematocyst length (um),point,7,Purcell1984
,Agalma okeni,adult,Terminal filament nematocyst width (um),point,7,Purcell1984
,Agalma okeni,adult,Copepod prey length (mm),mean,1.97,Purcell1984
,Agalma okeni,adult,Heteroneme volume (ul),point,40.69,Purcell1984
,Agalma okeni,adult,Nematocysts per battery,point,20620,Purcell1984
,Agalma okeni,adult,Tentilla per tentacle,min,15,Purcell1984
,Agalma okeni,adult,Tentilla per tentacle,max,35,Purcell1984
,Agalma okeni,adult,Tentacle number,min,2,Purcell1984
,Agalma okeni,adult,Tentacle number,max,9,Purcell1984
,Agalma okeni,adult,Total tentilla number,min,30,Purcell1984
,Agalma okeni,adult,Total tentilla number,max,315,Purcell1984
,Athorybia rosacea,adult,Cnidoband length (um),point,102,Purcell1984
,Athorybia rosacea,adult,Cnidoband width (um),point,60,Purcell1984
,Athorybia rosacea,adult,Cnidoband depth (um),point,60,Purcell1984
,Athorybia rosacea,adult,Heteroneme length (um),point,65,Purcell1984
,Athorybia rosacea,adult,Heteroneme width (um),point,22.5,Purcell1984
,Athorybia rosacea,adult,Heteroneme number,min,4,Purcell1984
,Athorybia rosacea,adult,Heteroneme number,max,50,Purcell1984
,Athorybia rosacea,adult,Haploneme length (um),point,32.5,Purcell1984
,Athorybia rosacea,adult,Haploneme width (um),point,7.5,Purcell1984
,Athorybia rosacea,adult,Haploneme number,point,800,Purcell1984
,Athorybia rosacea,adult,Terminal filament nematocyst length (um),point,7,Purcell1984
,Athorybia rosacea,adult,Terminal filament nematocyst width (um),point,2.5,Purcell1984
,Athorybia rosacea,adult,Terminal filament nematocyst length (um),point,5,Purcell1984
,Athorybia rosacea,adult,Terminal filament nematocyst width (um),point,5,Purcell1984
,Athorybia rosacea,adult,Copepod prey length (mm),mean,0.84,Purcell1984
,Athorybia rosacea,adult,Heteroneme volume (ul),point,17.22,Purcell1984
,Athorybia rosacea,adult,Nematocysts per battery,point,850,Purcell1984
,Athorybia rosacea,adult,Tentilla per tentacle,point,120,Purcell1984
,Athorybia rosacea,adult,Tentacle number,min,1,Purcell1984
,Athorybia rosacea,adult,Tentacle number,max,10,Purcell1984
,Athorybia rosacea,adult,Total tentilla number,min,120,Purcell1984
,Athorybia rosacea,adult,Total tentilla number,max,1200,Purcell1984
,Bassia bassensis,adult,Cnidoband length (um),point,315,Purcell1984
,Bassia bassensis,adult,Cnidoband width (um),point,100,Purcell1984
,Bassia bassensis,adult,Cnidoband depth (um),point,70,Purcell1984
,Bassia bassensis,adult,Heteroneme length (um),point,75.5,Purcell1984
,Bassia bassensis,adult,Heteroneme width (um),point,14,Purcell1984
,Bassia bassensis,adult,Heteroneme number,point,8,Purcell1984
,Bassia bassensis,adult,Haploneme length (um),point,36,Purcell1984
,Bassia bassensis,adult,Haploneme width (um),point,8.5,Purcell1984
,Bassia bassensis,adult,Haploneme number,point,400,Purcell1984
,Bassia bassensis,adult,Haploneme length (um),point,14,Purcell1984
,Bassia bassensis,adult,Haploneme width (um),point,9,Purcell1984
,Bassia bassensis,adult,Terminal filament nematocyst length (um),point,11,Purcell1984
,Bassia bassensis,adult,Terminal filament nematocyst width (um),point,8,Purcell1984
,Bassia bassensis,adult,Terminal filament nematocyst length (um),point,12,Purcell1984
,Bassia bassensis,adult,Terminal filament nematocyst width (um),point,4,Purcell1984
,Bassia bassensis,adult,Copepod prey length (mm),mean,0.79,Purcell1984
,Bassia bassensis,adult,Heteroneme volume (ul),point,7.74,Purcell1984
,Bassia bassensis,adult,Nematocysts per battery,point,408,Purcell1984
,Bassia bassensis,adult,Tentilla per tentacle,min,5,Purcell1984
,Bassia bassensis,adult,Tentilla per tentacle,max,10,Purcell1984
,Bassia bassensis,adult,Tentacle number,min,5,Purcell1984
,Bassia bassensis,adult,Tentacle number,max,15,Purcell1984
,Bassia bassensis,adult,Total tentilla number,min,25,Purcell1984
,Bassia bassensis,adult,Total tentilla number,max,150,Purcell1984
,Bathyphysa sibogae,adult,Haploneme length (um),point,17,Purcell1984
,Bathyphysa sibogae,adult,Haploneme width (um),point,17,Purcell1984
,Bathyphysa sibogae,adult,Haploneme length (um),point,10,Purcell1984
,Bathyphysa sibogae,adult,Haploneme width (um),point,10,Purcell1984
,Chelophyes appendiculata,adult,Cnidoband length (um),point,150,Purcell1984
,Chelophyes appendiculata,adult,Cnidoband width (um),point,52,Purcell1984
,Chelophyes appendiculata,adult,Cnidoband depth (um),point,36,Purcell1984
,Chelophyes appendiculata,adult,Heteroneme length (um),point,66,Purcell1984
,Chelophyes appendiculata,adult,Heteroneme width (um),point,6,Purcell1984
,Chelophyes appendiculata,adult,Heteroneme number,point,6,Purcell1984
,Chelophyes appendiculata,adult,Haploneme length (um),point,15.5,Purcell1984
,Chelophyes appendiculata,adult,Haploneme width (um),point,4,Purcell1984
,Chelophyes appendiculata,adult,Haploneme number,point,450,Purcell1984
,Chelophyes appendiculata,adult,Haploneme length (um),point,12,Purcell1984
,Chelophyes appendiculata,adult,Haploneme width (um),point,7,Purcell1984
,Chelophyes appendiculata,adult,Terminal filament nematocyst length (um),point,10,Purcell1984
,Chelophyes appendiculata,adult,Terminal filament nematocyst width (um),point,6,Purcell1984
,Chelophyes appendiculata,adult,Terminal filament nematocyst length (um),point,9,Purcell1984
,Chelophyes appendiculata,adult,Terminal filament nematocyst width (um),point,3,Purcell1984
,Chelophyes appendiculata,adult,Copepod prey length (mm),mean,0.42,Purcell1984
,Chelophyes appendiculata,adult,Heteroneme volume (ul),point,1.24,Purcell1984
,Chelophyes appendiculata,adult,Nematocysts per battery,point,456,Purcell1984
,Chelophyes appendiculata,adult,Tentilla per tentacle,min,25,Purcell1984
,Chelophyes appendiculata,adult,Tentilla per tentacle,max,30,Purcell1984
,Chelophyes appendiculata,adult,Tentacle number,min,10,Purcell1984
,Chelophyes appendiculata,adult,Tentacle number,max,20,Purcell1984
,Chelophyes appendiculata,adult,Total tentilla number,min,250,Purcell1984
,Chelophyes appendiculata,adult,Total tentilla number,max,600,Purcell1984
,Cordagalma ordinatum,adult,Cnidoband length (um),point,50,Purcell1984
,Cordagalma ordinatum,adult,Cnidoband width (um),point,32.5,Purcell1984
,Cordagalma ordinatum,adult,Cnidoband depth (um),point,32.5,Purcell1984
,Cordagalma ordinatum,adult,Heteroneme length (um),point,22.5,Purcell1984
,Cordagalma ordinatum,adult,Heteroneme width (um),point,12.5,Purcell1984
,Cordagalma ordinatum,adult,Heteroneme number,min,4,Purcell1984
,Cordagalma ordinatum,adult,Heteroneme number,max,7,Purcell1984
,Cordagalma ordinatum,adult,Haploneme length (um),point,22.5,Purcell1984
,Cordagalma ordinatum,adult,Haploneme width (um),point,6,Purcell1984
,Cordagalma ordinatum,adult,Haploneme number,point,6,Purcell1984
,Cordagalma ordinatum,adult,Haploneme length (um),point,6,Purcell1984
,Cordagalma ordinatum,adult,Haploneme width (um),point,150,Purcell1984
,Cordagalma ordinatum,adult,Terminal filament nematocyst length (um),point,3,Purcell1984
,Cordagalma ordinatum,adult,Terminal filament nematocyst width (um),point,4.5,Purcell1984
,Cordagalma ordinatum,adult,Copepod prey length (mm),mean,0.45,Purcell1984
,Cordagalma ordinatum,adult,Heteroneme volume (ul),point,1.84,Purcell1984
,Cordagalma ordinatum,adult,Nematocysts per battery,point,157,Purcell1984
,Cordagalma ordinatum,adult,Tentilla per tentacle,min,60,Purcell1984
,Cordagalma ordinatum,adult,Tentilla per tentacle,max,70,Purcell1984
,Cordagalma ordinatum,adult,Tentacle number,min,20,Purcell1984
,Cordagalma ordinatum,adult,Tentacle number,max,30,Purcell1984
,Cordagalma ordinatum,adult,Total tentilla number,min,1200,Purcell1984
,Cordagalma ordinatum,adult,Total tentilla number,max,2100,Purcell1984
,Diphyes dispar,adult,Cnidoband length (um),point,270,Purcell1984
,Diphyes dispar,adult,Cnidoband width (um),point,78,Purcell1984
,Diphyes dispar,adult,Cnidoband depth (um),point,42,Purcell1984
,Diphyes dispar,adult,Heteroneme length (um),point,97.5,Purcell1984
,Diphyes dispar,adult,Heteroneme width (um),point,11,Purcell1984
,Diphyes dispar,adult,Heteroneme number,point,12,Purcell1984
